timestamp,open,high,low,close,volume
2025-11-26T17:10:00+00:00,87833,87945,87833,87845,13.82323475
2025-11-26T17:15:00+00:00,87846,87871,87713,87713,10.69498554
2025-11-26T17:20:00+00:00,87704,87929,87693,87928,7.85935922
2025-11-26T17:25:00+00:00,87929,88760,87929,88645,77.18356921
2025-11-26T17:30:00+00:00,88641,88995,88533,88959,31.03367946
2025-11-26T17:35:00+00:00,88959,89145,88945,89051,55.58511749
2025-11-26T17:40:00+00:00,89052,89477,89052,89477,28.5447958
2025-11-26T17:45:00+00:00,89477,89854,89469,89752,44.53565548
2025-11-26T17:50:00+00:00,89740,89760,89507,89652,23.70662419
2025-11-26T17:55:00+00:00,89652,89940,89606,89814,71.54264797
2025-11-26T18:00:00+00:00,89814,89962,89781,89781,53.90630487
2025-11-26T18:05:00+00:00,89782,90081,89677,89778,45.77626589
2025-11-26T18:10:00+00:00,89778,90050,89741,90038,28.52894342
2025-11-26T18:15:00+00:00,90038,90346,90038,90225,33.23484774
2025-11-26T18:20:00+00:00,90217,90253,90062,90213,15.36551032
2025-11-26T18:25:00+00:00,90208,90394,90176,90324,27.6108964
2025-11-26T18:30:00+00:00,90329,90358,89927,89927,11.45512577
2025-11-26T18:35:00+00:00,89927,90025,89779,89827,58.28819212
2025-11-26T18:40:00+00:00,89828,90016,89704,89718,32.57759073
2025-11-26T18:45:00+00:00,89717,90029,89713,90024,10.92253613
2025-11-26T18:50:00+00:00,90024,90083,89968,90018,17.07360782
2025-11-26T18:55:00+00:00,90017,90140,89973,90132,15.80816212
2025-11-26T19:00:00+00:00,90132,90170,89933,89933,14.38621863
2025-11-26T19:05:00+00:00,89925,89983,89866,89944,11.15122493
2025-11-26T19:10:00+00:00,89944,90031,89741,89794,30.22028531
2025-11-26T19:15:00+00:00,89794,89986,89740,89966,7.94866657
2025-11-26T19:20:00+00:00,89965,90008,89730,89747,16.57915048
2025-11-26T19:25:00+00:00,89742,89836,89718,89789,9.9315346
2025-11-26T19:30:00+00:00,89789,89890,89765,89889,13.08878948
2025-11-26T19:35:00+00:00,89888,89896,89741,89867,24.74587842
2025-11-26T19:40:00+00:00,89868,90026,89816,89858,17.1021873
2025-11-26T19:45:00+00:00,89858,89877,89795,89798,9.93316323
2025-11-26T19:50:00+00:00,89798,90019,89796,89979,5.39305495
2025-11-26T19:55:00+00:00,89978,90036,89915,89943,6.11559771
2025-11-26T20:00:00+00:00,89942,89943,89773,89773,10.49221821
2025-11-26T20:05:00+00:00,89755,89755,89497,89616,12.24464535
2025-11-26T20:10:00+00:00,89616,89986,89616,89961,4.87362605
2025-11-26T20:15:00+00:00,89961,90011,89835,89835,8.40037706
2025-11-26T20:20:00+00:00,89834,89997,89786,89997,19.42509885
2025-11-26T20:25:00+00:00,89997,90070,89950,89989,35.17747392
2025-11-26T20:30:00+00:00,89984,90044,89846,89856,11.64863366
2025-11-26T20:35:00+00:00,89852,89955,89833,89887,7.01521248
2025-11-26T20:40:00+00:00,89887,89894,89658,89668,18.57782388
2025-11-26T20:45:00+00:00,89646,89741,89619,89683,18.19407884
2025-11-26T20:50:00+00:00,89682,89912,89653,89886,14.63863635
2025-11-26T20:55:00+00:00,89886,89930,89847,89867,16.28761335
2025-11-26T21:00:00+00:00,89860,90011,89860,89964,13.83449173
2025-11-26T21:05:00+00:00,89954,89954,89825,89865,8.27868847
2025-11-26T21:10:00+00:00,89865,89887,89833,89842,4.04060016
2025-11-26T21:15:00+00:00,89827,89930,89805,89830,10.65563806
2025-11-26T21:20:00+00:00,89826,90004,89802,90003,11.48884308
2025-11-26T21:25:00+00:00,90004,90264,90004,90254,33.84078696
2025-11-26T21:30:00+00:00,90254,90445,90216,90216,25.45977734
2025-11-26T21:35:00+00:00,90216,90330,90140,90218,21.58840408
2025-11-26T21:40:00+00:00,90218,90260,90152,90219,11.72132825
2025-11-26T21:45:00+00:00,90219,90365,90219,90365,11.09179313
2025-11-26T21:50:00+00:00,90366,90366,90274,90274,5.88393227
2025-11-26T21:55:00+00:00,90274,90281,90157,90172,10.30832975
2025-11-26T22:00:00+00:00,90181,90193,90113,90167,7.04959941
2025-11-26T22:05:00+00:00,90152,90313,90118,90285,9.28447665
2025-11-26T22:10:00+00:00,90285,90646,90284,90315,28.87286006
2025-11-26T22:15:00+00:00,90310,90411,90276,90411,4.5627169
2025-11-26T22:20:00+00:00,90426,90522,90266,90266,15.16834528
2025-11-26T22:25:00+00:00,90266,90368,90198,90316,4.74654088
2025-11-26T22:30:00+00:00,90316,90355,90231,90266,6.59424235
2025-11-26T22:35:00+00:00,90265,90275,90184,90275,6.71973356
2025-11-26T22:40:00+00:00,90274,90294,90222,90230,4.97280488
2025-11-26T22:45:00+00:00,90230,90299,90202,90298,11.24896855
2025-11-26T22:50:00+00:00,90298,90298,90248,90248,3.78946722
2025-11-26T22:55:00+00:00,90248,90441,90247,90371,8.96546642
2025-11-26T23:00:00+00:00,90367,90497,90332,90485,4.44357718
2025-11-26T23:05:00+00:00,90485,90545,90461,90489,10.69696979
2025-11-26T23:10:00+00:00,90489,90588,90487,90499,4.88081733
2025-11-26T23:15:00+00:00,90499,90499,90388,90389,7.30430467
2025-11-26T23:20:00+00:00,90389,90501,90389,90484,3.23647016
2025-11-26T23:25:00+00:00,90484,90484,90325,90325,9.51238881
2025-11-26T23:30:00+00:00,90325,90383,90299,90359,3.1605801
2025-11-26T23:35:00+00:00,90359,90376,90324,90348,8.31371206
2025-11-26T23:40:00+00:00,90348,90437,90343,90391,3.14816309
2025-11-26T23:45:00+00:00,90391,90565,90391,90565,6.15674687
2025-11-26T23:50:00+00:00,90564,90564,90485,90500,7.63762863
2025-11-26T23:55:00+00:00,90495,90506,90477,90477,1.04955215
2025-11-27T00:00:00+00:00,90476,90525,90395,90404,11.08662877
2025-11-27T00:05:00+00:00,90404,90404,90251,90251,2.23059776
2025-11-27T00:10:00+00:00,90251,90291,90110,90156,15.21755925
2025-11-27T00:15:00+00:00,90156,90227,90091,90227,21.48912286
2025-11-27T00:20:00+00:00,90227,90244,90156,90168,4.14791217
2025-11-27T00:25:00+00:00,90168,90247,90168,90209,6.1382627
2025-11-27T00:30:00+00:00,90206,90319,90206,90318,2.21693826
2025-11-27T00:35:00+00:00,90318,90351,90270,90294,1.85406855
2025-11-27T00:40:00+00:00,90294,90374,90294,90351,11.62007429
2025-11-27T00:45:00+00:00,90351,90547,90344,90514,35.41567108
2025-11-27T00:50:00+00:00,90524,90557,90403,90475,8.61942359
2025-11-27T00:55:00+00:00,90482,90521,90451,90464,3.61359805
2025-11-27T01:00:00+00:00,90455,90634,90374,90634,10.64922428
2025-11-27T01:05:00+00:00,90634,90921,90634,90784,28.85469303
2025-11-27T01:10:00+00:00,90779,90779,90549,90676,6.84877909
2025-11-27T01:15:00+00:00,90656,91576,90602,90701,69.22135589
2025-11-27T01:20:00+00:00,90701,90705,90599,90668,55.85041
2025-11-27T01:25:00+00:00,90682,90751,90677,90723,5.41107842
2025-11-27T01:30:00+00:00,90702,90757,90589,90636,11.54917614
2025-11-27T01:35:00+00:00,90641,90683,90622,90643,1.24243378
2025-11-27T01:40:00+00:00,90642,90722,90636,90695,3.99052518
2025-11-27T01:45:00+00:00,90695,90731,90636,90640,9.32776352
2025-11-27T01:50:00+00:00,90647,90730,90639,90694,4.50953791
2025-11-27T01:55:00+00:00,90694,91212,90694,91149,25.67375991
2025-11-27T02:00:00+00:00,91149,91200,90907,90928,13.33209378
2025-11-27T02:05:00+00:00,90928,91098,90881,91063,7.16405706
2025-11-27T02:10:00+00:00,91063,91122,90968,91024,9.39348318
2025-11-27T02:15:00+00:00,91025,91112,90996,91077,2.90234304
2025-11-27T02:20:00+00:00,91077,91277,91077,91129,18.15421293
2025-11-27T02:25:00+00:00,91129,91473,91108,91457,28.2099231
2025-11-27T02:30:00+00:00,91451,91585,91374,91374,22.52192389
2025-11-27T02:35:00+00:00,91373,91585,91350,91546,9.24225033
2025-11-27T02:40:00+00:00,91555,91834,91540,91808,18.01081799
2025-11-27T02:45:00+00:00,91807,91838,91633,91783,20.17481657
2025-11-27T02:50:00+00:00,91785,91871,91619,91623,12.56057183
2025-11-27T02:55:00+00:00,91622,91677,91344,91345,38.48698251
2025-11-27T03:00:00+00:00,91370,91400,91300,91376,10.79829053
2025-11-27T03:05:00+00:00,91378,91592,91321,91460,6.49047833
2025-11-27T03:10:00+00:00,91447,91485,91325,91362,3.7694488
2025-11-27T03:15:00+00:00,91355,91574,91309,91532,4.18447099
2025-11-27T03:20:00+00:00,91533,91591,91453,91472,5.25305468
2025-11-27T03:25:00+00:00,91472,91473,91324,91328,5.19125137
2025-11-27T03:30:00+00:00,91328,91328,91111,91111,14.55162013
2025-11-27T03:35:00+00:00,91117,91240,91105,91191,4.1609102
2025-11-27T03:40:00+00:00,91191,91241,91085,91154,15.28458501
2025-11-27T03:45:00+00:00,91158,91177,91048,91091,8.87045809
2025-11-27T03:50:00+00:00,91092,91173,91078,91168,3.93370965
2025-11-27T03:55:00+00:00,91141,91209,91069,91076,3.34146561
2025-11-27T04:00:00+00:00,91077,91107,91055,91082,4.11821075
2025-11-27T04:05:00+00:00,91081,91167,91080,91167,2.6803171
2025-11-27T04:10:00+00:00,91169,91335,91161,91273,6.83160426
2025-11-27T04:15:00+00:00,91282,91328,91199,91199,1.72840884
2025-11-27T04:20:00+00:00,91199,91227,91184,91220,2.1389253
2025-11-27T04:25:00+00:00,91220,91334,91115,91122,0.94945844
2025-11-27T04:30:00+00:00,91099,91171,91073,91101,6.00253425
2025-11-27T04:35:00+00:00,91112,91286,91112,91240,6.48616196
2025-11-27T04:40:00+00:00,91228,91228,91125,91153,3.57292942
2025-11-27T04:45:00+00:00,91161,91252,91161,91237,4.11085022
2025-11-27T04:50:00+00:00,91229,91279,91174,91248,7.29063988
2025-11-27T04:55:00+00:00,91248,91297,91234,91268,4.79546179
2025-11-27T05:00:00+00:00,91264,91269,91144,91246,7.74449752
2025-11-27T05:05:00+00:00,91245,91318,91196,91196,0.72599746
2025-11-27T05:10:00+00:00,91196,91305,91181,91289,1.53622783
2025-11-27T05:15:00+00:00,91289,91300,91234,91235,0.92790268
2025-11-27T05:20:00+00:00,91235,91491,91235,91488,3.39176428
2025-11-27T05:25:00+00:00,91475,91523,91432,91477,26.41674861
2025-11-27T05:30:00+00:00,91476,91476,91344,91349,4.67412712
2025-11-27T05:35:00+00:00,91349,91349,91106,91156,5.48663522
2025-11-27T05:40:00+00:00,91154,91154,90894,90955,37.83531867
2025-11-27T05:45:00+00:00,90952,91074,90934,91016,1.63594615
2025-11-27T05:50:00+00:00,91015,91015,90915,90977,1.25279545
2025-11-27T05:55:00+00:00,91011,91011,90935,90957,0.90262202
2025-11-27T06:00:00+00:00,90963,91046,90963,90987,0.96532311
2025-11-27T06:05:00+00:00,90987,91108,90987,91108,0.84973364
2025-11-27T06:10:00+00:00,91119,91278,91119,91271,7.28394088
2025-11-27T06:15:00+00:00,91271,91345,91212,91217,4.3579627
2025-11-27T06:20:00+00:00,91216,91322,91214,91322,2.78988704
2025-11-27T06:25:00+00:00,91323,91378,91322,91363,23.06044566
2025-11-27T06:30:00+00:00,91363,91372,91336,91349,2.1612338
2025-11-27T06:35:00+00:00,91349,91430,91330,91381,5.63958081
2025-11-27T06:40:00+00:00,91371,91371,91270,91323,4.27702552
2025-11-27T06:45:00+00:00,91323,91358,91293,91301,1.41743556
2025-11-27T06:50:00+00:00,91301,91301,91186,91196,1.41707389
2025-11-27T06:55:00+00:00,91196,91262,91196,91219,1.77907346
2025-11-27T07:00:00+00:00,91229,91268,91125,91145,5.21937583
2025-11-27T07:05:00+00:00,91145,91244,91145,91228,1.95966857
2025-11-27T07:10:00+00:00,91229,91312,91229,91265,4.0572521
2025-11-27T07:15:00+00:00,91265,91353,91233,91352,1.8523086
2025-11-27T07:20:00+00:00,91353,91372,91328,91363,4.52568105
2025-11-27T07:25:00+00:00,91363,91454,91363,91445,10.98948753
2025-11-27T07:30:00+00:00,91444,91444,91360,91431,7.5076615
2025-11-27T07:35:00+00:00,91435,91442,91385,91393,3.61740172
2025-11-27T07:40:00+00:00,91392,91393,91358,91360,2.54059571
2025-11-27T07:45:00+00:00,91359,91434,91341,91430,2.93025263
2025-11-27T07:50:00+00:00,91430,91485,91412,91412,4.01178131
2025-11-27T07:55:00+00:00,91411,91417,91385,91404,4.13392683
2025-11-27T08:00:00+00:00,91404,91515,91368,91375,7.29992778
2025-11-27T08:05:00+00:00,91373,91443,91342,91343,6.24487528
2025-11-27T08:10:00+00:00,91343,91343,91224,91236,4.9129864
2025-11-27T08:15:00+00:00,91247,91294,91247,91263,3.86588731
2025-11-27T08:20:00+00:00,91263,91377,91255,91361,2.62440684
2025-11-27T08:25:00+00:00,91351,91380,91337,91361,1.40172227
2025-11-27T08:30:00+00:00,91361,91361,91283,91337,3.23352337
2025-11-27T08:35:00+00:00,91336,91440,91336,91405,1.39736985
2025-11-27T08:40:00+00:00,91398,91398,91353,91384,1.27067024
2025-11-27T08:45:00+00:00,91384,91443,91377,91380,3.43213683
2025-11-27T08:50:00+00:00,91380,91507,91380,91507,7.78667475
2025-11-27T08:55:00+00:00,91507,91519,91495,91495,3.05666791
2025-11-27T09:00:00+00:00,91490,91518,91480,91514,3.36663837
2025-11-27T09:05:00+00:00,91502,91529,91496,91499,2.4250197
2025-11-27T09:10:00+00:00,91498,91529,91498,91513,1.28649697
