time,open,high,low,close,volume
2025-03-11T02:00:00Z,5586.5,5637.0,5584.5,5624.0,0
2025-03-11T04:00:00Z,5624.0,5637.5,5620.0,5633.75,0
2025-03-11T06:00:00Z,5633.5,5639.0,5615.5,5633.5,0
2025-03-11T08:00:00Z,5633.75,5647.0,5629.25,5640.75,0
2025-03-11T10:00:00Z,5640.75,5651.0,5626.5,5651.0,0
2025-03-11T12:00:00Z,5650.75,5651.75,5597.5,5613.25,0
2025-03-11T14:00:00Z,5613.25,5635.75,5554.5,5586.5,0
2025-03-11T16:00:00Z,5586.25,5591.25,5534.0,5557.25,0
2025-03-11T18:00:00Z,5557.25,5643.75,5555.75,5575.75,0
2025-03-11T20:00:00Z,5575.75,5589.5,5572.75,5576.75,0
2025-03-11T22:00:00Z,5580.0,5594.5,5574.25,5593.5,0
2025-03-12T00:00:00Z,5593.5,5598.5,5585.5,5593.75,0
2025-03-12T02:00:00Z,5593.75,5598.75,5585.0,5588.75,0
2025-03-12T04:00:00Z,5589.0,5597.75,5586.5,5597.0,0
2025-03-12T06:00:00Z,5597.0,5597.5,5577.5,5596.25,0
2025-03-12T08:00:00Z,5596.25,5616.25,5586.0,5615.5,0
2025-03-12T10:00:00Z,5615.5,5627.25,5605.5,5621.75,0
2025-03-12T12:00:00Z,5621.75,5675.0,5597.0,5608.5,0
2025-03-12T14:00:00Z,5608.25,5619.25,5550.25,5604.75,0
2025-03-12T16:00:00Z,5605.0,5631.5,5592.75,5593.75,0
2025-03-12T18:00:00Z,5593.75,5633.0,5591.75,5602.75,0
2025-03-12T20:00:00Z,5603.0,5604.0,5595.0,5597.25,0
2025-03-12T22:00:00Z,5596.5,5621.25,5595.5,5620.5,0
2025-03-13T00:00:00Z,5620.5,5623.0,5603.75,5612.25,0
2025-03-13T02:00:00Z,5612.0,5613.25,5586.25,5588.5,0
2025-03-13T04:00:00Z,5588.5,5593.25,5570.75,5577.5,0
2025-03-13T06:00:00Z,5577.75,5585.0,5563.5,5567.0,0
2025-03-13T08:00:00Z,5566.75,5605.5,5559.25,5604.5,0
2025-03-13T10:00:00Z,5604.5,5609.75,5580.25,5590.75,0
2025-03-13T12:00:00Z,5590.5,5604.0,5556.75,5563.0,0
2025-03-13T14:00:00Z,5563.25,5603.75,5536.25,5537.75,0
2025-03-13T16:00:00Z,5537.75,5558.75,5509.25,5513.25,0
2025-03-13T18:00:00Z,5513.25,5559.0,5512.0,5528.25,0
2025-03-13T20:00:00Z,5528.5,5545.0,5526.75,5537.5,0
2025-03-13T22:00:00Z,5540.0,5558.5,5538.75,5552.75,0
2025-03-14T00:00:00Z,5553.0,5568.25,5547.5,5561.5,0
2025-03-14T02:00:00Z,5561.5,5572.25,5561.25,5569.75,0
2025-03-14T04:00:00Z,5569.5,5572.75,5561.5,5562.5,0
2025-03-14T06:00:00Z,5562.5,5565.25,5553.25,5557.0,0
2025-03-14T08:00:00Z,5557.25,5574.0,5552.75,5569.25,0
2025-03-14T10:00:00Z,5569.5,5579.25,5558.5,5575.75,0
2025-03-14T12:00:00Z,5575.75,5607.75,5568.5,5595.5,0
2025-03-14T14:00:00Z,5595.25,5635.5,5564.0,5632.25,0
2025-03-14T16:00:00Z,5632.0,5639.0,5611.0,5617.25,0
2025-03-14T18:00:00Z,5617.25,5648.75,5613.0,5637.5,0
2025-03-14T20:00:00Z,5637.75,5637.75,5621.75,5628.75,0
2025-03-16T22:00:00Z,5626.75,5632.0,5602.5,5608.5,0
2025-03-17T00:00:00Z,5608.75,5617.75,5606.0,5614.5,0
2025-03-17T02:00:00Z,5614.5,5614.75,5607.25,5609.25,0
2025-03-17T04:00:00Z,5609.25,5613.0,5608.25,5609.5,0
2025-03-17T06:00:00Z,5609.25,5611.0,5599.0,5609.0,0
2025-03-17T08:00:00Z,5609.5,5617.75,5603.0,5614.0,0
2025-03-17T10:00:00Z,5613.75,5634.5,5611.75,5624.5,0
2025-03-17T12:00:00Z,5624.25,5674.0,5615.5,5667.0,0
2025-03-17T14:00:00Z,5667.0,5673.25,5638.0,5648.5,0
2025-03-17T16:00:00Z,5648.5,5684.0,5642.5,5681.25,0
2025-03-17T18:00:00Z,5681.25,5707.5,5678.25,5680.5,0
2025-03-17T20:00:00Z,5680.5,5681.5,5674.0,5680.25,0
2025-03-17T22:00:00Z,5731.5,5738.25,5730.25,5731.5,0
2025-03-18T00:00:00Z,5731.75,5733.25,5716.75,5717.75,0
2025-03-18T02:00:00Z,5717.75,5720.25,5711.5,5712.75,0
2025-03-18T04:00:00Z,5712.5,5715.75,5707.5,5713.75,0
2025-03-18T06:00:00Z,5713.75,5724.0,5712.0,5720.5,0
2025-03-18T08:00:00Z,5720.5,5735.5,5718.0,5723.75,0
2025-03-18T10:00:00Z,5723.5,5725.25,5705.0,5722.0,0
2025-03-18T12:00:00Z,5722.0,5722.75,5666.5,5668.25,0
2025-03-18T14:00:00Z,5668.5,5681.25,5650.75,5656.0,0
2025-03-18T16:00:00Z,5656.25,5678.75,5652.0,5668.5,0
2025-03-18T18:00:00Z,5668.5,5682.5,5657.25,5672.0,0
2025-03-18T20:00:00Z,5671.75,5678.75,5668.5,5669.75,0
2025-03-18T22:00:00Z,5670.5,5673.75,5660.5,5672.5,0
2025-03-19T00:00:00Z,5672.5,5689.5,5671.25,5682.25,0
2025-03-19T02:00:00Z,5682.25,5685.0,5678.5,5680.75,0
2025-03-19T04:00:00Z,5680.5,5681.5,5673.25,5676.0,0
2025-03-19T06:00:00Z,5676.0,5676.5,5657.5,5661.75,0
2025-03-19T08:00:00Z,5661.5,5684.25,5661.25,5683.0,0
2025-03-19T10:00:00Z,5682.75,5688.5,5678.5,5684.5,0
2025-03-19T12:00:00Z,5684.25,5704.5,5675.25,5699.75,0
2025-03-19T14:00:00Z,5699.5,5723.25,5692.75,5718.0,0
2025-03-19T16:00:00Z,5718.0,5722.25,5686.25,5691.25,0
2025-03-19T18:00:00Z,5691.25,5770.5,5682.0,5730.75,0
2025-03-19T20:00:00Z,5731.0,5736.75,5729.25,5729.75,0
2025-03-19T22:00:00Z,5731.75,5748.5,5729.0,5747.75,0
2025-03-20T00:00:00Z,5747.5,5752.75,5743.75,5747.0,0
2025-03-20T02:00:00Z,5746.75,5760.0,5746.5,5756.75,0
2025-03-20T04:00:00Z,5756.75,5758.5,5754.25,5758.0,0
2025-03-20T06:00:00Z,5757.75,5758.75,5748.75,5749.5,0
2025-03-20T08:00:00Z,5749.5,5758.0,5726.0,5729.75,0
2025-03-20T10:00:00Z,5730.0,5730.5,5682.5,5710.75,0
2025-03-20T12:00:00Z,5711.0,5726.5,5684.5,5725.25,0
2025-03-20T14:00:00Z,5725.5,5765.25,5723.5,5740.5,0
2025-03-20T16:00:00Z,5740.5,5753.25,5704.5,5709.75,0
2025-03-20T18:00:00Z,5709.75,5724.75,5695.0,5714.5,0
2025-03-20T20:00:00Z,5714.5,5719.0,5712.75,5716.5,0
2025-03-20T22:00:00Z,5715.25,5719.75,5706.25,5714.75,0
2025-03-21T00:00:00Z,5714.25,5723.75,5712.5,5722.25,0
2025-03-21T02:00:00Z,5722.25,5723.0,5712.0,5714.0,0
2025-03-21T04:00:00Z,5713.75,5717.25,5699.5,5705.5,0
2025-03-21T06:00:00Z,5705.25,5717.25,5697.5,5702.75,0
2025-03-21T08:00:00Z,5703.0,5711.25,5684.0,5693.25,0
2025-03-21T10:00:00Z,5693.5,5705.0,5688.75,5694.25,0
2025-03-21T12:00:00Z,5694.25,5703.25,5651.25,5670.75,0
2025-03-21T14:00:00Z,5671.0,5691.0,5652.25,5666.25,0
2025-03-21T16:00:00Z,5666.0,5712.5,5658.75,5702.0,0
2025-03-21T18:00:00Z,5702.0,5722.25,5688.25,5714.5,0
2025-03-21T20:00:00Z,5714.5,5722.0,5712.0,5720.0,0
2025-03-23T22:00:00Z,5740.0,5754.5,5739.0,5752.5,0
2025-03-24T00:00:00Z,5752.5,5757.25,5750.75,5754.75,0
2025-03-24T02:00:00Z,5754.5,5757.5,5751.75,5754.0,0
2025-03-24T04:00:00Z,5754.0,5757.75,5752.25,5755.75,0
2025-03-24T06:00:00Z,5755.75,5769.25,5755.0,5766.0,0
2025-03-24T08:00:00Z,5765.75,5780.5,5765.0,5772.5,0
2025-03-24T10:00:00Z,5772.25,5787.25,5770.75,5784.0,0
2025-03-24T12:00:00Z,5783.75,5804.5,5776.0,5802.0,0
2025-03-24T14:00:00Z,5802.0,5815.0,5794.5,5814.0,0
